cod_mpio,ano,mes,municipio,casos_total,casos_regular,casos_grave,hospitalizaciones,fallecidos,dpto_clima,temperatura_c,precipitacion_mm,ndvi,dewpoint_c,poblacion,incidencia_x100k,temperatura_c_lag1,temperatura_c_lag2,temperatura_c_lag3,temperatura_c_mm3,precipitacion_mm_lag1,precipitacion_mm_lag2,precipitacion_mm_lag3,precipitacion_mm_mm3,ndvi_lag1,ndvi_lag2,ndvi_lag3,ndvi_mm3,dewpoint_c_lag1,dewpoint_c_lag2,dewpoint_c_lag3,dewpoint_c_mm3,casos_total_lag1,casos_total_lag2,casos_total_lag3,casos_total_mm3,incidencia_x100k_lag1,incidencia_x100k_lag2,incidencia_x100k_lag3,incidencia_x100k_mm3,umbral_exceso,exceso
23855,2020,1,Valencia,19,19,0,6,0,CORDOBA,31.46,26.69,0.6459,21.9,36311.0,52.32574151083694,29.45,28.54,29.82,29.816666666666663,111.26,180.94,269.5,106.2966666666667,0.666,0.6851,0.768,0.6656666666666666,23.46,23.45,23.2,22.936666666666667,50.0,55.0,36.0,41.333333333333336,138.9352006224297,152.82872068467267,100.03334444814939,114.69655427264644,2.0,1
23855,2020,2,Valencia,21,21,0,11,0,CORDOBA,33.76,9.95,0.5479,21.67,36311.0,57.83371430145135,31.46,29.45,28.54,31.55666666666667,26.69,111.26,180.94,49.30000000000004,0.6459,0.666,0.6851,0.6199333333333333,21.9,23.46,23.45,22.343333333333334,19.0,50.0,55.0,30.0,52.32574151083694,138.9352006224297,152.82872068467267,83.03155214490599,3.0,1
23855,2020,3,Valencia,6,6,0,3,0,CORDOBA,35.65,17.74,0.5136,21.22,36311.0,16.523918371843244,33.76,31.46,29.45,33.623333333333335,9.95,26.69,111.26,18.126666666666704,0.5479,0.6459,0.666,0.5691333333333333,21.67,21.9,23.46,21.596666666666668,21.0,19.0,50.0,15.333333333333334,57.83371430145135,52.32574151083694,138.9352006224297,42.2277913947105,2.0,1
23855,2020,4,Valencia,1,1,0,1,0,CORDOBA,33.66,113.42,0.4428,23.18,36311.0,2.7539863953072072,35.65,33.76,31.46,34.35666666666666,17.74,9.95,26.69,47.0366666666667,0.5136,0.5479,0.6459,0.5014333333333333,21.22,21.67,21.9,22.02333333333333,6.0,21.0,19.0,9.333333333333334,16.523918371843244,57.83371430145135,52.32574151083694,25.70387302286726,2.0,0
23855,2020,5,Valencia,0,0,0,0,0,CORDOBA,33.07,222.03,0.5185,23.9,36311.0,0.0,33.66,35.65,33.76,34.126666666666665,113.42,17.74,9.95,117.73000000000006,0.4428,0.5136,0.5479,0.4916333333333332,23.18,21.22,21.67,22.766666666666666,1.0,6.0,21.0,2.3333333333333335,2.7539863953072072,16.523918371843244,57.83371430145135,6.425968255716808,2.0,0
23855,2020,6,Valencia,1,1,0,0,0,CORDOBA,30.03,252.09,0.6726,23.6,36311.0,2.7539863953072072,33.07,33.66,35.65,32.25333333333333,222.03,113.42,17.74,195.84666666666672,0.5185,0.4428,0.5136,0.5446333333333332,23.9,23.18,21.22,23.56,0.0,1.0,6.0,0.6666666666666666,0.0,2.7539863953072072,16.523918371843244,1.8359909302047954,4.0,0
23855,2020,7,Valencia,0,0,0,0,0,CORDOBA,29.59,289.55,0.6442,23.37,36311.0,0.0,30.03,33.07,33.66,30.896666666666665,252.09,222.03,113.42,254.5566666666667,0.6726,0.5185,0.4428,0.6117666666666666,23.6,23.9,23.18,23.623333333333335,1.0,0.0,1.0,0.3333333333333333,2.7539863953072072,0.0,2.7539863953072072,0.9179954651023929,4.0,0
23855,2020,8,Valencia,0,0,0,0,0,CORDOBA,28.72,274.4,0.6426,23.33,36311.0,0.0,29.59,30.03,33.07,29.44666666666667,289.55,252.09,222.03,272.0133333333334,0.6442,0.6726,0.5185,0.6531333333333332,23.37,23.6,23.9,23.433333333333334,0.0,1.0,0.0,0.3333333333333333,0.0,2.7539863953072072,0.0,0.9179954651023929,2.0,0
23855,2020,9,Valencia,5,5,0,0,0,CORDOBA,29.93,265.25,0.7344,23.27,36311.0,13.769931976536034,28.72,29.59,30.03,29.41333333333333,274.4,289.55,252.09,276.40000000000003,0.6426,0.6442,0.6726,0.6737333333333332,23.33,23.37,23.6,23.323333333333334,0.0,0.0,1.0,1.6666666666666667,0.0,0.0,2.7539863953072072,4.5899773255120015,2.0,1
23855,2020,10,Valencia,1,1,0,1,0,CORDOBA,29.4,227.58,0.7089,23.27,36311.0,2.7539863953072072,29.93,28.72,29.59,29.349999999999998,265.25,274.4,289.55,255.74333333333337,0.7344,0.6426,0.6442,0.6952999999999999,23.27,23.33,23.37,23.290000000000003,5.0,0.0,0.0,2.0,13.769931976536034,0.0,0.0,5.507972790614404,6.0,0
23855,2020,11,Valencia,1,1,0,0,0,CORDOBA,28.65,205.83,0.7492,23.1,36311.0,2.7539863953072072,29.4,29.93,28.72,29.326666666666664,227.58,265.25,274.4,232.88666666666674,0.7089,0.7344,0.6426,0.7308333333333333,23.27,23.27,23.33,23.213333333333335,1.0,5.0,0.0,2.3333333333333335,2.7539863953072072,13.769931976536034,0.0,6.425968255716807,13.0,0
23855,2020,12,Valencia,1,1,0,0,0,CORDOBA,28.42,86.77,0.7137,22.87,36311.0,2.7539863953072072,28.65,29.4,29.93,28.823333333333334,205.83,227.58,265.25,173.3933333333334,0.7492,0.7089,0.7344,0.7239333333333332,23.1,23.27,23.27,23.080000000000002,1.0,1.0,5.0,1.0,2.7539863953072072,2.7539863953072072,13.769931976536034,2.7539863953072072,2.0,0
23855,2021,1,Valencia,2,2,0,1,0,CORDOBA,30.38,33.17,0.6874,21.85,36493.0,5.480503110185515,28.42,28.65,29.4,29.149999999999995,86.77,205.83,227.58,108.59000000000005,0.7137,0.7492,0.7089,0.7167666666666666,22.87,23.1,23.27,22.60666666666667,1.0,1.0,1.0,1.3333333333333333,2.7539863953072072,2.7539863953072072,2.7539863953072072,3.662825300266634,2.0,0
23855,2021,2,Valencia,1,1,0,1,0,CORDOBA,33.41,20.08,0.5623,21.74,36493.0,2.7402515550927573,30.38,28.42,28.65,30.736666666666668,33.17,86.77,205.83,46.67333333333338,0.6874,0.7137,0.7492,0.6544666666666665,21.85,22.87,23.1,22.153333333333336,2.0,1.0,1.0,1.3333333333333333,5.480503110185515,2.7539863953072072,2.7539863953072072,3.6582470201951502,3.75,0
23855,2021,3,Valencia,0,0,0,0,0,CORDOBA,34.38,258.43,0.5541,21.74,36493.0,0.0,33.41,30.38,28.42,32.723333333333336,20.08,33.17,86.77,103.89333333333339,0.5623,0.6874,0.7137,0.6012666666666666,21.74,21.85,22.87,21.776666666666667,1.0,2.0,1.0,1.0,2.7402515550927573,5.480503110185515,2.7539863953072072,2.7402515550927475,2.5,0
23855,2021,4,Valencia,0,0,0,0,0,CORDOBA,31.17,299.05,0.5768,23.46,36493.0,0.0,34.38,33.41,30.38,32.986666666666665,258.43,20.08,33.17,192.52000000000007,0.5541,0.5623,0.6874,0.5643999999999999,21.74,21.74,21.85,22.313333333333333,0.0,1.0,2.0,0.3333333333333333,0.0,2.7402515550927573,5.480503110185515,0.9134171850309096,2.0,0
23855,2021,5,Valencia,1,1,0,1,0,CORDOBA,30.02,274.68,0.5962,23.65,36493.0,2.7402515550927573,31.17,34.38,33.41,31.85666666666667,299.05,258.43,20.08,277.38666666666677,0.5768,0.5541,0.5623,0.5756999999999999,23.46,21.74,21.74,22.95,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,2.7402515550927573,0.9134171850309096,2.0,0
23855,2021,6,Valencia,0,0,0,0,0,CORDOBA,28.19,259.71,0.7466,23.34,36493.0,0.0,30.02,31.17,34.38,29.793333333333333,274.68,299.05,258.43,277.8133333333334,0.5962,0.5768,0.5541,0.6398666666666665,23.65,23.46,21.74,23.483333333333334,1.0,0.0,0.0,0.3333333333333333,2.7402515550927573,0.0,0.0,0.9134171850309096,3.25,0
23855,2021,7,Valencia,5,5,0,3,0,CORDOBA,29.26,326.68,0.734,23.42,36493.0,13.701257775463787,28.19,30.02,31.17,29.156666666666666,259.71,274.68,299.05,287.02333333333337,0.7466,0.5962,0.5768,0.6922666666666665,23.34,23.65,23.46,23.47,0.0,1.0,0.0,2.0,0.0,2.7402515550927573,0.0,5.480503110185506,3.25,1
23855,2021,8,Valencia,12,12,0,3,0,CORDOBA,28.61,318.48,0.6667,23.2,36493.0,32.88301866111309,29.26,28.19,30.02,28.686666666666667,326.68,259.71,274.68,301.6233333333334,0.734,0.7466,0.5962,0.7157666666666666,23.42,23.34,23.65,23.320000000000004,5.0,0.0,1.0,5.666666666666667,13.701257775463787,0.0,2.7402515550927573,15.528092145525617,2.0,1
23855,2021,9,Valencia,9,9,0,6,0,CORDOBA,29.34,253.55,0.689,23.35,36493.0,24.66226399583482,28.61,29.26,28.19,29.070000000000004,318.48,326.68,259.71,299.57000000000005,0.6667,0.734,0.7466,0.6965666666666666,23.2,23.42,23.34,23.323333333333334,12.0,5.0,0.0,8.666666666666666,32.88301866111309,13.701257775463787,0.0,23.748846810803894,3.5,1
23855,2021,10,Valencia,22,22,0,7,0,CORDOBA,27.48,249.47,0.5935,23.35,36493.0,60.285534212040666,29.34,28.61,29.26,28.476666666666663,253.55,318.48,326.68,273.8333333333334,0.689,0.6667,0.734,0.6497333333333332,23.35,23.2,23.42,23.3,9.0,12.0,5.0,14.333333333333334,24.66226399583482,32.88301866111309,13.701257775463787,39.276938956329516,5.0,1
23855,2021,11,Valencia,16,16,0,6,0,CORDOBA,28.97,159.65,0.6891,23.06,36493.0,43.84402488148412,27.48,29.34,28.61,28.596666666666664,249.47,253.55,318.48,220.89000000000007,0.5935,0.689,0.6667,0.6571999999999999,23.35,23.35,23.2,23.25333333333333,22.0,9.0,12.0,15.666666666666666,60.285534212040666,24.66226399583482,32.88301866111309,42.930607696453194,10.25,1
23855,2021,12,Valencia,25,25,0,8,0,CORDOBA,28.79,92.35,0.6175,23.16,36493.0,68.50628887731894,28.97,27.48,29.34,28.41333333333333,159.65,249.47,253.55,167.15666666666672,0.6891,0.5935,0.689,0.6333666666666665,23.06,23.35,23.35,23.19,16.0,22.0,9.0,21.0,43.84402488148412,60.285534212040666,24.66226399583482,57.5452826569479,2.0,1
23855,2022,1,Valencia,17,17,0,9,0,CORDOBA,29.87,17.73,0.6437,21.89,36591.0,46.459511901833785,28.79,28.97,27.48,29.209999999999997,92.35,159.65,249.47,89.91000000000007,0.6175,0.6891,0.5935,0.6500999999999999,23.16,23.06,23.35,22.703333333333333,25.0,16.0,22.0,19.333333333333332,68.50628887731894,43.84402488148412,60.285534212040666,52.936608553545604,2.0,1
23855,2022,2,Valencia,20,20,0,12,0,CORDOBA,32.42,110.89,0.5489,21.28,36591.0,54.65824929627504,29.87,28.79,28.97,30.36,17.73,92.35,159.65,73.65666666666672,0.6437,0.6175,0.6891,0.6033666666666666,21.89,23.16,23.06,22.11,17.0,25.0,16.0,20.666666666666668,46.459511901833785,68.50628887731894,43.84402488148412,56.54135002514258,3.5,1
23855,2022,3,Valencia,17,17,0,10,0,CORDOBA,31.92,126.39,0.6159,22.6,36591.0,46.459511901833785,32.42,29.87,28.79,31.403333333333336,110.89,17.73,92.35,85.00333333333339,0.5489,0.6437,0.6175,0.6028333333333332,21.28,21.89,23.16,21.923333333333336,20.0,17.0,25.0,18.0,54.65824929627504,46.459511901833785,68.50628887731894,49.19242436664752,2.0,1
23855,2022,4,Valencia,27,27,0,14,0,CORDOBA,29.26,343.62,0.6264,23.38,36591.0,73.7886365499713,31.92,32.42,29.87,31.200000000000003,126.39,110.89,17.73,193.6333333333334,0.6159,0.5489,0.6437,0.5970666666666665,22.6,21.28,21.89,22.42,17.0,20.0,17.0,21.333333333333332,46.459511901833785,54.65824929627504,46.459511901833785,58.30213258269336,2.0,1
23855,2022,5,Valencia,25,25,0,12,0,CORDOBA,29.34,260.33,0.6616,23.59,36591.0,68.3228116203438,29.26,31.92,32.42,30.173333333333336,343.62,126.39,110.89,243.44666666666672,0.6264,0.6159,0.5489,0.6346333333333333,23.38,22.6,21.28,23.19,27.0,17.0,20.0,23.0,73.7886365499713,46.459511901833785,54.65824929627504,62.85698669071629,2.0,1
23855,2022,6,Valencia,22,22,0,12,0,CORDOBA,28.38,298.79,0.6783,22.87,36591.0,60.12407422590255,29.34,29.26,31.92,28.993333333333336,260.33,343.62,126.39,300.9133333333334,0.6616,0.6264,0.6159,0.6554333333333332,23.59,23.38,22.6,23.28,25.0,27.0,17.0,24.666666666666668,68.3228116203438,73.7886365499713,46.459511901833785,67.4118407987392,2.5,1
23855,2022,7,Valencia,45,45,0,16,0,CORDOBA,28.05,300.51,0.6437,23.25,36591.0,122.98106091661884,28.38,29.34,29.26,28.59,298.79,260.33,343.62,286.54333333333335,0.6783,0.6616,0.6264,0.6611999999999999,22.87,23.59,23.38,23.236666666666668,22.0,25.0,27.0,30.666666666666668,60.12407422590255,68.3228116203438,73.7886365499713,83.80931558762171,4.0,1
23855,2022,8,Valencia,26,26,0,6,0,CORDOBA,28.81,324.18,0.7042,23.11,36591.0,71.05572408515755,28.05,28.38,29.34,28.41333333333333,300.51,298.79,260.33,307.82666666666677,0.6437,0.6783,0.6616,0.6753999999999999,23.25,22.87,23.59,23.076666666666664,45.0,22.0,25.0,31.0,122.98106091661884,60.12407422590255,68.3228116203438,84.72028640922629,3.0,1
23855,2022,9,Valencia,16,16,0,4,0,CORDOBA,29.1,285.15,0.6122,23.15,36591.0,43.726599437020035,28.81,28.05,28.38,28.653333333333336,324.18,300.51,298.79,303.28000000000003,0.7042,0.6437,0.6783,0.6533666666666665,23.11,23.25,22.87,23.169999999999998,26.0,45.0,22.0,29.0,71.05572408515755,122.98106091661884,60.12407422590255,79.25446147959879,4.5,1
23855,2022,10,Valencia,20,20,0,7,0,CORDOBA,26.99,321.69,0.6982,22.94,36591.0,54.65824929627504,29.1,28.81,28.05,28.3,285.15,324.18,300.51,310.3400000000001,0.6122,0.7042,0.6437,0.6715333333333332,23.15,23.11,23.25,23.066666666666666,16.0,26.0,45.0,20.666666666666668,43.726599437020035,71.05572408515755,122.98106091661884,56.480190939484196,7.0,1
23855,2022,11,Valencia,23,23,0,8,0,CORDOBA,27.27,250.55,0.6876,22.82,36591.0,62.8569866907163,26.99,29.1,28.81,27.786666666666665,321.69,285.15,324.18,285.7966666666667,0.6982,0.6122,0.7042,0.6659999999999998,22.94,23.15,23.11,22.97,20.0,16.0,26.0,19.666666666666668,54.65824929627504,43.726599437020035,71.05572408515755,53.747278474670445,14.0,1
23855,2022,12,Valencia,8,8,0,3,0,CORDOBA,28.29,60.11,0.7114,22.3,36591.0,21.863299718510017,27.27,26.99,29.1,27.516666666666666,250.55,321.69,285.15,210.7833333333334,0.6876,0.6982,0.6122,0.6990666666666666,22.82,22.94,23.15,22.686666666666667,23.0,20.0,16.0,17.0,62.8569866907163,54.65824929627504,43.726599437020035,46.459511901833764,6.0,1
23855,2023,1,Valencia,13,13,0,5,0,CORDOBA,28.96,76.81,0.6818,21.76,36658.0,35.462927601069346,28.29,27.27,26.99,28.173333333333332,60.11,250.55,321.69,129.15666666666672,0.7114,0.6876,0.6982,0.6936,22.3,22.82,22.94,22.293333333333337,8.0,23.0,20.0,14.666666666666666,21.863299718510017,62.8569866907163,54.65824929627504,40.0610713367652,3.5,1
23855,2023,2,Valencia,15,15,0,3,0,CORDOBA,31.94,19.28,0.6091,21.07,36658.0,40.91876261661847,28.96,28.29,27.27,29.73,76.81,60.11,250.55,52.06666666666672,0.6818,0.7114,0.6876,0.6674333333333332,21.76,22.3,22.82,21.709999999999997,13.0,8.0,23.0,12.0,35.462927601069346,21.863299718510017,62.8569866907163,32.74832997873259,4.25,1
23855,2023,3,Valencia,12,12,0,3,0,CORDOBA,34.05,53.83,0.5052,21.85,36658.0,32.735010093294775,31.94,28.96,28.29,31.649999999999995,19.28,76.81,60.11,49.97333333333339,0.6091,0.6818,0.7114,0.5986999999999999,21.07,21.76,22.3,21.560000000000002,15.0,13.0,8.0,13.333333333333334,40.91876261661847,35.462927601069346,21.863299718510017,36.37223343699418,3.0,1
23855,2023,4,Valencia,6,6,0,3,0,CORDOBA,32.96,105.61,0.4574,22.68,36658.0,16.367505046647388,34.05,31.94,28.96,32.983333333333334,53.83,19.28,76.81,59.57333333333339,0.5052,0.6091,0.6818,0.5238999999999999,21.85,21.07,21.76,21.866666666666664,12.0,15.0,13.0,11.0,32.735010093294775,40.91876261661847,35.462927601069346,30.007092585520198,2.0,1
23855,2023,5,Valencia,6,6,0,2,0,CORDOBA,31.13,248.66,0.4907,23.95,36658.0,16.367505046647388,32.96,34.05,31.94,32.71333333333333,105.61,53.83,19.28,136.0333333333334,0.4574,0.5052,0.6091,0.4844333333333332,22.68,21.85,21.07,22.826666666666668,6.0,12.0,15.0,8.0,16.367505046647388,32.735010093294775,40.91876261661847,21.823340062196504,2.0,1
23855,2023,6,Valencia,4,4,0,0,0,CORDOBA,28.89,246.3,0.7128,24.06,36658.0,10.91167003109826,31.13,32.96,34.05,30.993333333333336,248.66,105.61,53.83,200.19000000000005,0.4907,0.4574,0.5052,0.5536333333333333,23.95,22.68,21.85,23.563333333333333,6.0,6.0,12.0,5.333333333333333,16.367505046647388,16.367505046647388,32.735010093294775,14.548893374797665,4.5,0
23855,2023,7,Valencia,6,6,0,2,0,CORDOBA,28.53,296.12,0.7688,24.17,36658.0,16.367505046647388,28.89,31.13,32.96,29.516666666666666,246.3,248.66,105.61,263.6933333333334,0.7128,0.4907,0.4574,0.6574333333333332,24.06,23.95,22.68,24.060000000000002,4.0,6.0,6.0,5.333333333333333,10.91167003109826,16.367505046647388,16.367505046647388,14.548893374797665,4.25,1
23855,2023,8,Valencia,12,12,0,2,0,CORDOBA,29.3,266.77,0.6699,24.09,36658.0,32.735010093294775,28.53,28.89,31.13,28.906666666666666,296.12,246.3,248.66,269.7300000000001,0.7688,0.7128,0.4907,0.7171666666666666,24.17,24.06,23.95,24.106666666666666,6.0,4.0,6.0,7.333333333333333,16.367505046647388,10.91167003109826,16.367505046647388,20.004728390346795,5.0,1
23855,2023,9,Valencia,11,11,0,3,0,CORDOBA,29.2,200.85,0.6582,24.11,36658.0,30.007092585520212,29.3,28.53,28.89,29.01,266.77,296.12,246.3,254.58000000000004,0.6699,0.7688,0.7128,0.6989666666666666,24.09,24.17,24.06,24.123333333333335,12.0,6.0,4.0,9.666666666666666,32.735010093294775,16.367505046647388,10.91167003109826,26.369869241820776,6.0,1
23855,2023,10,Valencia,3,3,0,1,0,CORDOBA,29.1,216.76,0.6325,23.78,36658.0,8.183752523323694,29.2,29.3,28.53,29.200000000000003,200.85,266.77,296.12,228.1266666666667,0.6582,0.6699,0.7688,0.6535333333333332,24.11,24.09,24.17,23.99333333333333,11.0,12.0,6.0,8.666666666666666,30.007092585520212,32.735010093294775,16.367505046647388,23.641951734046213,11.0,0
23855,2023,11,Valencia,5,5,0,2,0,CORDOBA,28.33,196.94,0.7313,23.85,36658.0,13.639587538872822,29.1,29.2,29.3,28.876666666666665,216.76,200.85,266.77,204.85000000000002,0.6325,0.6582,0.6699,0.6739999999999998,23.78,24.11,24.09,23.913333333333338,3.0,11.0,12.0,6.333333333333333,8.183752523323694,30.007092585520212,32.735010093294775,17.276810882572228,15.25,0
23855,2023,12,Valencia,8,8,0,3,0,CORDOBA,28.9,88.6,0.6471,23.74,36658.0,21.82334006219652,28.33,29.1,29.2,28.776666666666667,196.94,216.76,200.85,167.43333333333337,0.7313,0.6325,0.6582,0.6702999999999998,23.85,23.78,24.11,23.790000000000003,5.0,3.0,11.0,5.333333333333333,13.639587538872822,8.183752523323694,30.007092585520212,14.548893374797665,8.75,0
23855,2024,1,Valencia,17,17,0,5,0,CORDOBA,29.87,9.19,0.6579,22.37,36721.0,46.29503553824787,28.9,28.33,29.1,29.03333333333333,88.6,196.94,216.76,98.24333333333335,0.6471,0.7313,0.6325,0.6787666666666666,23.74,23.85,23.78,23.320000000000004,8.0,5.0,3.0,10.0,21.82334006219652,13.639587538872822,8.183752523323694,27.25265437977239,8.0,1
23855,2024,2,Valencia,15,15,0,7,0,CORDOBA,31.33,56.65,0.6079,22.51,36721.0,40.84856076904224,29.87,28.9,28.33,30.03333333333333,9.19,88.6,196.94,51.48000000000004,0.6579,0.6471,0.7313,0.6376333333333332,22.37,23.74,23.85,22.873333333333335,17.0,8.0,5.0,13.333333333333334,46.29503553824787,21.82334006219652,13.639587538872822,36.3223121231622,5.0,1
23855,2024,3,Valencia,13,13,0,5,0,CORDOBA,33.41,44.22,0.4815,22.87,36721.0,35.40208599983661,31.33,29.87,28.9,31.53666666666666,56.65,9.19,88.6,36.6866666666667,0.6079,0.6579,0.6471,0.5824333333333332,22.51,22.37,23.74,22.583333333333332,15.0,17.0,8.0,15.0,40.84856076904224,46.29503553824787,21.82334006219652,40.84856076904222,3.0,1
23855,2024,4,Valencia,11,11,0,2,0,CORDOBA,31.39,207.06,0.5675,23.64,36721.0,29.955611230630975,33.41,31.33,29.87,32.04333333333333,44.22,56.65,9.19,102.64333333333337,0.4815,0.6079,0.6579,0.5522999999999999,22.87,22.51,22.37,23.00666666666667,13.0,15.0,17.0,13.0,35.40208599983661,40.84856076904224,46.29503553824787,35.40208599983659,2.0,1
23855,2024,5,Valencia,16,16,0,4,0,CORDOBA,28.1,309.89,0.6496,24.46,36721.0,43.571798153645055,31.39,33.41,31.33,30.96666666666667,207.06,44.22,56.65,187.0566666666667,0.5675,0.4815,0.6079,0.5661999999999998,23.64,22.87,22.51,23.656666666666666,11.0,13.0,15.0,13.333333333333334,29.955611230630975,35.40208599983661,40.84856076904224,36.3098317947042,2.0,1
23855,2024,6,Valencia,23,23,0,6,0,CORDOBA,28.22,372.68,0.6564,23.97,36721.0,62.63445984586477,28.1,31.39,33.41,29.236666666666668,309.89,207.06,44.22,296.54333333333335,0.6496,0.5675,0.4815,0.6244999999999998,24.46,23.64,22.87,24.02333333333333,16.0,11.0,13.0,16.666666666666668,43.571798153645055,29.955611230630975,35.40208599983661,45.38728974338025,4.0,1
23855,2024,7,Valencia,20,20,0,9,0,CORDOBA,28.29,288.39,0.7217,24.03,36721.0,54.464747692056314,28.22,28.1,31.39,28.203333333333333,372.68,309.89,207.06,323.65333333333336,0.6564,0.6496,0.5675,0.6758999999999998,23.97,24.46,23.64,24.153333333333336,23.0,16.0,11.0,19.666666666666668,62.63445984586477,43.571798153645055,29.955611230630975,53.557001897188705,5.0,1
23855,2024,8,Valencia,14,14,0,6,0,CORDOBA,28.33,297.46,0.7415,23.7,36721.0,38.125323384439426,28.29,28.22,28.1,28.28,288.39,372.68,309.89,319.51000000000005,0.7217,0.6564,0.6496,0.7065333333333332,24.03,23.97,24.46,23.900000000000002,20.0,23.0,16.0,19.0,54.464747692056314,62.63445984586477,43.571798153645055,51.74151030745349,8.0,1
23855,2024,9,Valencia,10,10,0,2,0,CORDOBA,29.09,244.49,0.719,23.82,36721.0,27.232373846028157,28.33,28.29,28.22,28.569999999999997,297.46,288.39,372.68,276.78000000000003,0.7415,0.7217,0.6564,0.7273999999999998,23.7,24.03,23.97,23.849999999999998,14.0,20.0,23.0,14.666666666666666,38.125323384439426,54.464747692056314,62.63445984586477,39.94081497417462,9.0,1
23855,2024,10,Valencia,19,19,0,7,0,CORDOBA,27.83,230.38,0.7178,23.79,36721.0,51.7415103074535,29.09,28.33,28.29,28.416666666666668,244.49,297.46,288.39,257.4433333333333,0.719,0.7415,0.7217,0.7260999999999999,23.82,23.7,24.03,23.77,10.0,14.0,20.0,14.333333333333334,27.232373846028157,38.125323384439426,54.464747692056314,39.03306917930701,8.0,1
23855,2024,11,Valencia,8,8,0,3,0,CORDOBA,27.48,193.09,0.7468,22.97,36721.0,21.785899076822528,27.83,29.09,28.33,28.133333333333336,230.38,244.49,297.46,222.6533333333334,0.7178,0.719,0.7415,0.7278666666666664,23.79,23.82,23.7,23.526666666666667,19.0,10.0,14.0,12.333333333333334,51.7415103074535,27.232373846028157,38.125323384439426,33.58659441010138,15.0,0
23855,2024,12,Valencia,5,5,0,2,0,CORDOBA,27.44,118.6,0.7222,23.15,36721.0,13.616186923014078,27.48,27.83,29.09,27.583333333333332,193.09,230.38,244.49,180.69000000000005,0.7468,0.7178,0.719,0.7289333333333331,22.97,23.79,23.82,23.30333333333333,8.0,19.0,10.0,10.666666666666666,21.785899076822528,51.7415103074535,27.232373846028157,29.047865435763352,8.0,0
47288,2007,1,Fundación,0,0,0,0,0,MAGDALENA,31.96,6.85,0.6235,19.83,56697.0,0.0,,,,31.96,,,,6.85,,,,0.6235,,,,19.83,,,,0.0,,,,0.0,,
47288,2007,2,Fundación,0,0,0,0,0,MAGDALENA,33.93,9.75,0.5298,18.53,56697.0,0.0,31.96,,,32.945,6.85,,,8.3,0.6235,,,0.5766500000000001,19.83,,,19.18,0.0,,,0.0,0.0,,,0.0,,
47288,2007,3,Fundación,1,0,1,0,1,MAGDALENA,33.95,58.99,0.5037,20.64,56697.0,1.7637617510626664,33.93,31.96,,33.28,9.75,6.85,,25.19666666666667,0.5298,0.6235,,0.5523333333333333,18.53,19.83,,19.666666666666668,0.0,0.0,,0.3333333333333333,0.0,0.0,,0.5879205836875555,,
47288,2007,4,Fundación,0,0,0,0,0,MAGDALENA,31.33,150.6,0.6522,22.51,56697.0,0.0,33.95,33.93,31.96,33.07,58.99,9.75,6.85,73.11333333333333,0.5037,0.5298,0.6235,0.5619000000000001,20.64,18.53,19.83,20.560000000000002,1.0,0.0,0.0,0.3333333333333333,1.7637617510626664,0.0,0.0,0.5879205836875555,,
47288,2007,5,Fundación,0,0,0,0,0,MAGDALENA,28.49,277.58,0.6946,22.7,56697.0,0.0,31.33,33.95,33.93,31.256666666666664,150.6,58.99,9.75,162.39,0.6522,0.5037,0.5298,0.6168333333333332,22.51,20.64,18.53,21.95,0.0,1.0,0.0,0.3333333333333333,0.0,1.7637617510626664,0.0,0.5879205836875555,,
47288,2007,6,Fundación,4,2,2,2,0,MAGDALENA,28.86,132.3,0.7305,22.6,56697.0,7.055047004250666,28.49,31.33,33.95,29.56,277.58,150.6,58.99,186.82666666666668,0.6946,0.6522,0.5037,0.6924333333333333,22.7,22.51,20.64,22.603333333333335,0.0,0.0,1.0,1.3333333333333333,0.0,0.0,1.7637617510626664,2.351682334750222,,
47288,2007,7,Fundación,2,2,0,0,0,MAGDALENA,29.0,172.55,0.7318,22.32,56697.0,3.527523502125333,28.86,28.49,31.33,28.78333333333333,132.3,277.58,150.6,194.14333333333335,0.7305,0.6946,0.6522,0.7189666666666668,22.6,22.7,22.51,22.540000000000003,4.0,0.0,0.0,2.0,7.055047004250666,0.0,0.0,3.5275235021253324,,
47288,2007,8,Fundación,1,1,0,0,0,MAGDALENA,27.43,280.41,0.7128,22.21,56697.0,1.7637617510626664,29.0,28.86,28.49,28.430000000000003,172.55,132.3,277.58,195.0866666666667,0.7318,0.7305,0.6946,0.7250333333333333,22.32,22.6,22.7,22.376666666666665,2.0,4.0,0.0,2.3333333333333335,3.527523502125333,7.055047004250666,0.0,4.1154440858128885,,
47288,2007,9,Fundación,1,1,0,1,0,MAGDALENA,28.97,197.97,0.6896,22.31,56697.0,1.7637617510626664,27.43,29.0,28.86,28.46666666666667,280.41,172.55,132.3,216.9766666666667,0.7128,0.7318,0.7305,0.7113999999999999,22.21,22.32,22.6,22.28,1.0,2.0,4.0,1.3333333333333333,1.7637617510626664,3.527523502125333,7.055047004250666,2.351682334750222,,
